price,location,city,neighborhood,bedrooms,bathrooms,furnished?,surface_area,land_area,number_of_floors,building_age,facade,property_mortgaged?,lister_type,payment_method,category,subcategory,floor,reference_id,main_amenities,nearby,additional_amenities,property_status,country,real_estate_type,zoned_for
450000.0,"https://www.google.com/maps/search/?api=1&query=32.096909,20.099829&zoom=15",Benghazi,Al Hada'iq,3 Bedrooms,3 Bathrooms,Semi Furnished,180 meter square,,,1 - 5 years,Northern,No,Landlord,Cash,Property For Sale,Apartments for Sale,Third Floor,,,,Staircase,,,,
1200000.0,"https://www.google.com/maps/search/?api=1&query=32.851173,13.259686&zoom=15",Tripoli,Other,3 Bedrooms,One Bathroom,Unfurnished,110 meter square,,,20+ years,Eastern,No,Landlord,Cash,Property For Sale,Apartments for Sale,Second Floor,,,,,,,,
550000.0,"https://www.google.com/maps/search/?api=1&query=32.767467,13.289747&zoom=15",Tripoli,Sidi Al-Masri,3 Bedrooms,2 Bathrooms,Unfurnished,140 meter square,,,20+ years,,No,Landlord,Cash,Property For Sale,Apartments for Sale,Third Floor,,,,Garage Parking,,,,
350000.0,"https://www.google.com/maps/search/?api=1&query=32.741907,13.228144&zoom=15",Tripoli,Al-Sabaa,More Than 6 Bedrooms,5 Bathrooms,Unfurnished,350 meter square,235 meter square,3 Floors,0 - 11 months,Eastern,No,Agent,Cash,Property For Sale,Villas for Sale,,03,,,,,,,
450000.0,,Benghazi,Bu Hadi,2 Bedrooms,2 Bathrooms,Semi Furnished,185 meter square,2500 meter square,,1 - 5 years,Northern,No,Landlord,Cash,Property For Sale,Farms & Chalets for Sale,,,,,,,,,
130000.0,"https://www.google.com/maps/search/?api=1&query=32.825772,13.421017&zoom=15",Benghazi,Al Hada'iq,2 Bedrooms,2 Bathrooms,Unfurnished,270 meter square,,,0 - 11 months,Northeast,No,Agent,Cash,Property For Sale,Apartments for Sale,Third Floor,,,,,,,,
450000.0,"https://www.google.com/maps/search/?api=1&query=32.889503,13.175848&zoom=15",Tripoli,Edraibi,2 Bedrooms,One Bathroom,Unfurnished,133 meter square,134 meter square,2 Floors,20+ years,,No,Landlord,Cash,Property For Sale,Homes for Sale,,,Built in Wardrobes,,,,,,
330000.0,"https://www.google.com/maps/search/?api=1&query=52.271278,10.499783&zoom=15",Tripoli,Ghut Shaal,2 Bedrooms,One Bathroom,Semi Furnished,140 meter square,120 meter square,3 Floors,20+ years,Northeast,No,Landlord,Cash,Property For Sale,Homes for Sale,,,Balcony,,Staircase,,,,
2430000.0,"https://www.google.com/maps/search/?api=1&query=32.795204,13.30285&zoom=15",Tripoli,Al-Seyaheyya,More Than 6 Bedrooms,More Than 6 Bathrooms,Unfurnished,512 meter square,,,10 - 19 years,Northwest,No,Landlord,Cash,Property For Sale,Apartments for Sale,Third Floor,,Balcony,,,,,,
480000.0,"https://www.google.com/maps/search/?api=1&query=32.133366,20.103369&zoom=15",Tripoli,Al-Zawiyah St,More Than 6 Bedrooms,4 Bathrooms,Unfurnished,250 meter square,272 meter square,2 Floors,20+ years,Northern,No,Agent,Cash,Property For Sale,Homes for Sale,,,Laundry Room,,,,,,
375000.0,"https://www.google.com/maps/search/?api=1&query=32.082432,20.117087&zoom=15",Tripoli,Ain Zara,4 Bedrooms,3 Bathrooms,Unfurnished,213 meter square,200 meter square,1 Floor,Under Construction,,No,Agent,Cash,Property For Sale,Homes for Sale,,,,,,,,,
700000.0,"https://www.google.com/maps/search/?api=1&query=32.846943,13.128933&zoom=15",Benghazi,Al Hawary,3 Bedrooms,3 Bathrooms,Unfurnished,210 meter square,250 meter square,1 Floor,Under Construction,Northern,No,Landlord,Cash,Property For Sale,Villas for Sale,,,,,,,,,
4500000.0,"https://www.google.com/maps/search/?api=1&query=32.804083,13.079156&zoom=15",Tripoli,Sidi Al-Sae'a,2 Bedrooms,One Bathroom,Semi Furnished,90 meter square,800 meter square,,10 - 19 years,Western,No,Landlord,Cash,Property For Sale,Homes for Sale,,,,,,,,,
540000.0,,Tripoli,Wadi Al-Rabi,2 Bedrooms,One Bathroom,Furnished,70 meter square,300 meter square,1 Floor,0 - 11 months,,No,Agent,Cash,Property For Sale,Homes for Sale,,,,,,,,,
1050000.0,,Tripoli,Al-Qaio,2 Bedrooms,One Bathroom,Unfurnished,80 meter square,300 meter square,,1 - 5 years,Eastern,No,Landlord,Cash,Property For Sale,Farms & Chalets for Sale,,,Air Conditioning,,,,,,
285000.0,"https://www.google.com/maps/search/?api=1&query=31.998968,20.089092&zoom=15",Tripoli,Al-Baesh,4 Bedrooms,3 Bathrooms,Unfurnished,220 meter square,300 meter square,1 Floor,0 - 11 months,,No,Landlord,Cash,Property For Sale,Villas for Sale,,,,School,Staircase,,,,
1050000.0,,Tripoli,Gorje,More Than 6 Bedrooms,More Than 6 Bathrooms,Furnished,600 meter square,240 meter square,4 Floors,6 - 9 years,,No,Agent,Cash,Property For Sale,Villas for Sale,,,,,,,,,
999999.0,"https://www.google.com/maps/search/?api=1&query=32.565662,13.248022&zoom=15",Tripoli,Khalatat St,2 Bedrooms,2 Bathrooms,Furnished,155 meter square,,,1 - 5 years,,Yes,Landlord,Cash,Property For Sale,Apartments for Sale,Second Floor,,Refrigerator,,,,,,
15000000.0,,Benghazi,Al-Fatih,4 Bedrooms,2 Bathrooms,Unfurnished,170 meter square,,,20+ years,Southeast,No,Landlord,Cash,Property For Sale,Apartments for Sale,Third Floor,,,,Garage Parking,,,,
170000.0,,Tripoli,Wadi Al-Rabi,2 Bedrooms,2 Bathrooms,Unfurnished,120 meter square,140 meter square,1 Floor,0 - 11 months,Northern,No,Landlord,Cash,Property For Sale,Homes for Sale,,0911476208,,,,,,,
90000.0,"https://www.google.com/maps/search/?api=1&query=32.805237,13.142136&zoom=15",Tripoli,Salah Al-Din,3 Bedrooms,2 Bathrooms,Unfurnished,225 meter square,470 meter square,3 Floors,6 - 9 years,,No,Landlord,Cash,Property For Sale,Homes for Sale,,,,,,,,,
485000.0,"https://www.google.com/maps/search/?api=1&query=32.758427,13.353331&zoom=15",Tripoli,Al-Sidra,4 Bedrooms,3 Bathrooms,Furnished,220 meter square,,,1 - 5 years,,No,Agent,Cash,Property For Sale,Apartments for Sale,Fourth Floor,,,,,,,,
1800000.0,"https://www.google.com/maps/search/?api=1&query=32.777237,13.120569&zoom=15",Tripoli,Al-Sareem,More Than 6 Bedrooms,More Than 6 Bathrooms,Unfurnished,320 meter square,500 meter square,3 Floors,20+ years,Eastern,No,Landlord,Cash,Property For Sale,Villas for Sale,,,,,Garage Parking,,,,
220000.0,,Tripoli,Al-Serraj,5 Bedrooms,3 Bathrooms,Unfurnished,255 meter square,350 meter square,2 Floors,1 - 5 years,Northeast,No,Landlord,Cash,Property For Sale,Villas for Sale,,,,,,,,,
340000.0,"https://www.google.com/maps/search/?api=1&query=32.103043,20.108549&zoom=15",Tripoli,Al Nasr St,2 Bedrooms,2 Bathrooms,Furnished,210 meter square,,,10 - 19 years,Northwest,No,Agent,Cash,Property For Sale,Apartments for Sale,Fifth Floor,1010,,,,,,,
155000.0,"https://www.google.com/maps/search/?api=1&query=32.677372,13.253583&zoom=15",Tripoli,Al-Bivio,5 Bedrooms,3 Bathrooms,Furnished,400 meter square,1000 meter square,1 Floor,10 - 19 years,Northeast,No,Landlord,Cash,Property For Sale,Villas for Sale,,0913151971,,,,,,,
1900000.0,"https://www.google.com/maps/search/?api=1&query=32.825055,13.202858&zoom=15",Tripoli,Abu Meshmasha,3 Bedrooms,2 Bathrooms,Unfurnished,130 meter square,135 meter square,2 Floors,Under Construction,Southwest,No,Agent,Cash,Property For Sale,Homes for Sale,,0917893910,Air Conditioning,Mall / Shopping Center,Garden,,,,
550000.0,"https://www.google.com/maps/search/?api=1&query=32.752988,13.198756&zoom=15",Tripoli,Hay Al-Islami,5 Bedrooms,2 Bathrooms,Unfurnished,120 meter square,150 meter square,2 Floors,20+ years,,No,Landlord,Cash,Property For Sale,Homes for Sale,,0911656961,Installed Kitchen,,Storage,,,,
3200000.0,"https://www.google.com/maps/search/?api=1&query=32.852493,13.162907&zoom=15",Tripoli,Sidi Al-Masri,4 Bedrooms,2 Bathrooms,Unfurnished,130 meter square,,,20+ years,Northeast,No,Landlord,Cash,Property For Sale,Apartments for Sale,Third Floor,,,,,,,,
930000.0,"https://www.google.com/maps/search/?api=1&query=32.785126,13.061371&zoom=15",Tripoli,Wadi Al-Rabi,2 Bedrooms,2 Bathrooms,Unfurnished,100 meter square,500 meter square,1 Floor,Under Construction,Southwest,No,Landlord,Cash,Property For Sale,Homes for Sale,,0000000000000000,,,,,,,
900000.0,"https://www.google.com/maps/search/?api=1&query=32.885288,13.182552&zoom=15",Tripoli,Ghut Shaal,3 Bedrooms,2 Bathrooms,Unfurnished,120 meter square,140 meter square,2 Floors,20+ years,Western,No,Landlord,Cash,Property For Sale,Homes for Sale,,0916980417,,Mosque,Storage,,,,
1650000.0,"https://www.google.com/maps/search/?api=1&query=32.79274,13.336667&zoom=15",Tripoli,Gorje,More Than 6 Bedrooms,4 Bathrooms,Unfurnished,132 meter square,132 meter square,3 Floors,20+ years,Northeast,No,Landlord,Cash,Property For Sale,Homes for Sale,,,,,Staircase,,,,
550000.0,"https://www.google.com/maps/search/?api=1&query=32.883492,13.179384&zoom=15",Tripoli,Zawiyat Al Dahmani,More Than 6 Bedrooms,2 Bathrooms,Unfurnished,135 meter square,135 meter square,2 Floors,20+ years,Western,No,Landlord,Cash,Property For Sale,Homes for Sale,,00000,Air Conditioning,,Staircase,,,,
100000.0,"https://www.google.com/maps/search/?api=1&query=32.827495,13.123605&zoom=15",Tripoli,Abu Saleem,4 Bedrooms,2 Bathrooms,Unfurnished,280 meter square,550 meter square,4 Floors,6 - 9 years,,No,Agent,Cash,Property For Sale,Homes for Sale,,,,,,,,,
300000.0,"https://www.google.com/maps/search/?api=1&query=32.867336,13.207355&zoom=15",Tripoli,Tajura,3 Bedrooms,2 Bathrooms,Unfurnished,135 meter square,250 meter square,1 Floor,Under Construction,Eastern,No,Landlord,Cash,Property For Sale,Homes for Sale,,,Balcony,,,,,,
350000.0,"https://www.google.com/maps/search/?api=1&query=32.857822,13.100203&zoom=15",Tripoli,Tareeq Al-Mashtal,4 Bedrooms,2 Bathrooms,Semi Furnished,300 meter square,610 meter square,1 Floor,10 - 19 years,Northern,No,Landlord,Cash,Property For Sale,Villas for Sale,,,,,,,,,
850000.0,"https://www.google.com/maps/search/?api=1&query=32.868557,13.150171&zoom=15",Tripoli,Ain Zara,3 Bedrooms,3 Bathrooms,Unfurnished,150 meter square,,,Under Construction,,No,Landlord,Installments,Property For Sale,Apartments for Sale,First Floor,,Built in Wardrobes,,,,,,
750000.0,"https://www.google.com/maps/search/?api=1&query=32.835355,13.183065&zoom=15",Tripoli,Khallet Alforjan,4 Bedrooms,3 Bathrooms,Unfurnished,250 meter square,214 meter square,1 Floor,0 - 11 months,,No,Landlord,Cash,Property For Sale,Homes for Sale,,,,,,,,,
1300000.0,"https://www.google.com/maps/search/?api=1&query=32.824207,13.155787&zoom=15",Tripoli,Ain Zara,4 Bedrooms,3 Bathrooms,Furnished,270 meter square,320 meter square,1 Floor,1 - 5 years,Southeast,No,Landlord,Cash,Property For Sale,Villas for Sale,,0913823625,,,,,,,
129000.0,"https://www.google.com/maps/search/?api=1&query=32.818005,13.406258&zoom=15",Tripoli,Al Dahra,2 Bedrooms,One Bathroom,Unfurnished,100 meter square,,,20+ years,Northeast,No,Landlord,Cash,Property For Sale,Apartments for Sale,Fourth Floor,,,,Staircase,,,,
2900000.0,"https://www.google.com/maps/search/?api=1&query=32.871126,13.312342&zoom=15",Tripoli,Bin Ashour,4 Bedrooms,One Bathroom,Unfurnished,150 meter square,,,20+ years,,No,Landlord,Cash,Property For Sale,Apartments for Sale,Ground Floor,,,,,,,,
1500000.0,"https://www.google.com/maps/search/?api=1&query=32.844925,13.282389&zoom=15",Tripoli,Ain Zara,3 Bedrooms,3 Bathrooms,Unfurnished,150 meter square,170 meter square,1 Floor,0 - 11 months,Northern,No,Agent,Cash,Property For Sale,Villas for Sale,,,Maid Room,,,,,,
160000.0,"https://www.google.com/maps/search/?api=1&query=32.831218,13.246669&zoom=15",Misrata,Tamina,3 Bedrooms,2 Bathrooms,Unfurnished,145 meter square,200 meter square,1 Floor,Under Construction,Northern,No,Agent,Cash,Property For Sale,Homes for Sale,,,,,,,,,
590000.0,,Tripoli,Tajura,2 Bedrooms,One Bathroom,Furnished,110 meter square,400 meter square,1 Floor,0 - 11 months,Southwest,No,Landlord,,Property For Sale,Homes for Sale,,0921000355,Installed Kitchen,,,,,,
600000.0,"https://www.google.com/maps/search/?api=1&query=32.816666,13.266667&zoom=15",Misrata,Other,1 Bedroom,One Bathroom,Unfurnished,40 meter square,409 meter square,1 Floor,1 - 5 years,Northwest,No,Landlord,Cash,Property For Sale,Homes for Sale,,,,,,,,,
250000.0,"https://www.google.com/maps/search/?api=1&query=32.889301,13.185127&zoom=15",Tripoli,Al-Sabaa,5 Bedrooms,4 Bathrooms,Unfurnished,300 meter square,115 meter square,3 Floors,1 - 5 years,Western,No,Agent,Cash,Property For Sale,Villas for Sale,,111,,,,,,,
550000.0,"https://www.google.com/maps/search/?api=1&query=32.703365,13.099771&zoom=15",Tripoli,Souq Al-Juma'a,More Than 6 Bedrooms,More Than 6 Bathrooms,Unfurnished,1550 meter square,1550 meter square,5+ floors,1 - 5 years,Eastern,No,Landlord,Cash,Property For Sale,Homes for Sale,,,,,,,,,
350000.0,"https://www.google.com/maps/search/?api=1&query=32.816515,13.264449&zoom=15",Tripoli,Other,,,Unfurnished,500 meter square,,2 Floors,,,No,Agent,Cash,Property For Sale,Villas for Sale,,,,,Garden,,,,
190000.0,"https://www.google.com/maps/search/?api=1&query=32.257149,15.080113&zoom=15",Benghazi,Hai Qatar,More Than 6 Bedrooms,3 Bathrooms,Unfurnished,225 meter square,300 meter square,1 Floor,0 - 11 months,Northeast,No,Landlord,Cash,Property For Sale,Villas for Sale,,2025,Balcony,,Staircase,,,,
9672.0,"https://www.google.com/maps/search/?api=1&query=32.804028,13.435261&zoom=15",Tripoli,Al-Karuba,4 Bedrooms,2 Bathrooms,Unfurnished,230 meter square,400 meter square,1 Floor,10 - 19 years,Northern,No,Landlord,Cash,Property For Sale,Villas for Sale,,,,,,,,,
35000.0,"https://www.google.com/maps/search/?api=1&query=32.325588,15.099256&zoom=15",Tripoli,Other,3 Bedrooms,One Bathroom,Semi Furnished,100 meter square,,,20+ years,Northern,No,Landlord,Cash,Property For Sale,Apartments for Sale,First Floor,,Balcony,,Staircase,,,,
1200000.0,"https://www.google.com/maps/search/?api=1&query=32.840429,13.264422&zoom=15",Tripoli,Al-Serraj,3 Bedrooms,2 Bathrooms,Furnished,150 meter square,,,0 - 11 months,Southeast,No,Landlord,Cash,Property For Sale,Apartments for Sale,First Floor,,,,,,,,
6975000.0,"https://www.google.com/maps/search/?api=1&query=32.874874,13.254805&zoom=15",Tripoli,Ain Zara,3 Bedrooms,3 Bathrooms,Unfurnished,220 meter square,,,0 - 11 months,Eastern,No,Agent,Cash,Property For Sale,Apartments for Sale,Third Floor,,Double Glazed Windows,,,,,,
2300000.0,,Tripoli,Ain Zara,3 Bedrooms,3 Bathrooms,Unfurnished,170 meter square,200 meter square,1 Floor,0 - 11 months,Eastern,No,Landlord,Cash,Property For Sale,Homes for Sale,,3,,,,,,,
950000.0,"https://www.google.com/maps/search/?api=1&query=32.091156,20.144467&zoom=15",Tripoli,Airport Road,3 Bedrooms,2 Bathrooms,Furnished,160 meter square,240 meter square,1 Floor,0 - 11 months,,No,Landlord,Cash,Property For Sale,Homes for Sale,,,,,,,,,
1450000.0,"https://www.google.com/maps/search/?api=1&query=32.83844,13.12132&zoom=15",Sorman,Other,More Than 6 Bedrooms,4 Bathrooms,Furnished,500 meter square,900 meter square,2 Floors,1 - 5 years,Northern,No,Agent,Cash,Property For Sale,Homes for Sale,,,,,,,,,
555552.0,"https://www.google.com/maps/search/?api=1&query=32.889343,13.175628&zoom=15",Tripoli,Shawqy St,4 Bedrooms,2 Bathrooms,Unfurnished,120 meter square,140 meter square,1 Floor,20+ years,Northeast,No,Landlord,Cash,Property For Sale,Homes for Sale,,,,,Broadband Internet,,,,
330000.0,"https://www.google.com/maps/search/?api=1&query=32.787005,13.073244&zoom=15",Tripoli,Al Nasr St,4 Bedrooms,2 Bathrooms,Semi Furnished,170 meter square,,,10 - 19 years,Eastern,No,Agent,Cash,Property For Sale,Apartments for Sale,Sixth floor,26000,Air Conditioning,,,,,,
550000.0,"https://www.google.com/maps/search/?api=1&query=32.824348,13.245076&zoom=15",Tripoli,Wadi Al-Rabi,Studio,2 Bathrooms,Furnished,250 meter square,3000 meter square,,Under Construction,,No,Landlord,Cash,Property For Sale,Homes for Sale,,0919648050,,,,,,,
375000.0,"https://www.google.com/maps/search/?api=1&query=32.619228,13.248045&zoom=15",Tripoli,Al-Hadaba'tool Rd,4 Bedrooms,2 Bathrooms,Semi Furnished,152 meter square,152 meter square,2 Floors,6 - 9 years,,No,Landlord,Cash,Property For Sale,Homes for Sale,,,,,,,,,
330000.0,"https://www.google.com/maps/search/?api=1&query=32.70525,13.153344&zoom=15",Tripoli,Qasr Bin Ghashir,More Than 6 Bedrooms,4 Bathrooms,Unfurnished,280 meter square,525 meter square,1 Floor,Under Construction,Western,No,Landlord,Cash,Property For Sale,Homes for Sale,,,Balcony,Mosque,Garden,,,,
8000.0,,Tripoli,Zanatah,More Than 6 Bedrooms,More Than 6 Bathrooms,Unfurnished,750 meter square,425 meter square,3 Floors,6 - 9 years,Eastern,No,Agent,Cash,Property For Sale,Villas for Sale,,223,,,,,,,
600000.0,"https://www.google.com/maps/search/?api=1&query=32.888068,13.174167&zoom=15",Tripoli,Wild Life Rd,2 Bedrooms,2 Bathrooms,Unfurnished,85 meter square,160 meter square,1 Floor,0 - 11 months,,No,Landlord,Cash,Property For Sale,Homes for Sale,,,,,,,,,
875000.0,,Tripoli,Al-Jamahirriyah St,3 Bedrooms,One Bathroom,Unfurnished,187 meter square,,,20+ years,,No,Landlord,Cash,Property For Sale,Apartments for Sale,Second Floor,,Balcony,,Facilities for the Disabled,,,,
1000000.0,"https://www.google.com/maps/search/?api=1&query=32.713528,13.29463&zoom=15",Tripoli,Al-Serraj,3 Bedrooms,3 Bathrooms,Semi Furnished,130 meter square,,,1 - 5 years,,No,Landlord,Cash,Property For Sale,Apartments for Sale,Third Floor,,Air Conditioning,,Staircase,,,,
600000.0,"https://www.google.com/maps/search/?api=1&query=32.86515,13.198338&zoom=15",Tripoli,Ain Zara,4 Bedrooms,3 Bathrooms,Unfurnished,316 meter square,500 meter square,1 Floor,10 - 19 years,Eastern,No,Agent,Cash,Property For Sale,Homes for Sale,,,,,,,,,
200000.0,"https://www.google.com/maps/search/?api=1&query=32.687778,13.173889&zoom=15",Tripoli,Abu Saleem,3 Bedrooms,One Bathroom,Furnished,126 meter square,300 meter square,2 Floors,20+ years,Western,No,Agent,Cash,Property For Sale,Homes for Sale,,092-1185548,,School,Storage,,,,
3000000.0,,Tripoli,Ain Zara,5 Bedrooms,3 Bathrooms,Unfurnished,141 meter square,240 meter square,2 Floors,Under Construction,Western,No,Agent,Cash,Property For Sale,Homes for Sale,,,,,,,,,
115000.0,"https://www.google.com/maps/search/?api=1&query=32.719124,13.187729&zoom=15",Tripoli,Hay Demsheq,4 Bedrooms,4 Bathrooms,Unfurnished,300 meter square,318 meter square,1 Floor,20+ years,,No,Landlord,Cash,Property For Sale,Homes for Sale,,,,,,,,,
420000.0,"https://www.google.com/maps/search/?api=1&query=32.856255,13.174951&zoom=15",Tripoli,Hay Demsheq,4 Bedrooms,4 Bathrooms,Unfurnished,300 meter square,330 meter square,1 Floor,20+ years,,No,Landlord,Cash,Property For Sale,Homes for Sale,,,Air Conditioning,,,,,,
350000.0,"https://www.google.com/maps/search/?api=1&query=32.815248,13.080964&zoom=15",Tripoli,Tajura,3 Bedrooms,2 Bathrooms,Semi Furnished,145 meter square,,,20+ years,Northern,No,Landlord,Cash,Property For Sale,Apartments for Sale,Fourth Floor,,Balcony,,,,,,
9085671.0,,Tripoli,Tajura,5 Bedrooms,3 Bathrooms,Furnished,345 meter square,489 meter square,1 Floor,10 - 19 years,Northwest,No,Landlord,Cash,Property For Sale,Homes for Sale,,,,,,,,,
30000000.0,"https://www.google.com/maps/search/?api=1&query=32.823528,13.170636&zoom=15",Tripoli,Al-Shok Rd,3 Bedrooms,2 Bathrooms,Furnished,300 meter square,400 meter square,1 Floor,1 - 5 years,,No,Landlord,Cash,Property For Sale,Villas for Sale,,,,,,,,,
250000.0,,Tripoli,Khalatat St,3 Bedrooms,2 Bathrooms,Unfurnished,130 meter square,,,1 - 5 years,Eastern,No,Landlord,Cash,Property For Sale,Apartments for Sale,Fourth Floor,,,,Garage Parking,,,,
1600000.0,"https://www.google.com/maps/search/?api=1&query=32.861656,13.198164&zoom=15",Tripoli,Zanatah,,,,220 meter square,475 meter square,3 Floors,10 - 19 years,Southwest,No,Landlord,Cash,Property For Sale,Whole Building for Sale,,,,,,Complete,,,
1750000.0,"https://www.google.com/maps/search/?api=1&query=32.861593,13.197967&zoom=15",Tripoli,Wild Life Rd,3 Bedrooms,2 Bathrooms,Furnished,840 meter square,,,6 - 9 years,,Yes,Landlord,Cash,Property For Sale,Apartments for Sale,Second Floor,,,,,,,,
300000.0,"https://www.google.com/maps/search/?api=1&query=32.699631,13.326449&zoom=15",Tripoli,Souq Al-Juma'a,,,,220 meter square,220 meter square,4 Floors,10 - 19 years,Northern,No,Agent,Cash,Property For Sale,Homes for Sale,,,,,,,,,
600000.0,"https://www.google.com/maps/search/?api=1&query=32.828125,13.360147&zoom=15",Tripoli,Airport Road,2 Bedrooms,2 Bathrooms,Unfurnished,140 meter square,,,1 - 5 years,Northern,No,Landlord,Cash,Property For Sale,Apartments for Sale,Fourth Floor,,,,,,,,
1500000.0,"https://www.google.com/maps/search/?api=1&query=32.835865,13.220943&zoom=15",Tripoli,Gorje,5 Bedrooms,2 Bathrooms,Furnished,245 meter square,245 meter square,2 Floors,20+ years,,No,Landlord,Cash,Property For Sale,Homes for Sale,,,Balcony,,Storage,,,,
100000.0,"https://www.google.com/maps/search/?api=1&query=32.774291,13.185689&zoom=15",Benghazi,Boatni,3 Bedrooms,3 Bathrooms,Unfurnished,220 meter square,400 meter square,1 Floor,Under Construction,Northern,No,Landlord,Cash,Property For Sale,Villas for Sale,,0927272842,,,,,,,
3250000.0,"https://www.google.com/maps/search/?api=1&query=32.636005,13.18369&zoom=15",Sabha,Al-Manshia,4 Bedrooms,3 Bathrooms,Unfurnished,350 meter square,350 meter square,1 Floor,Under Construction,Eastern,No,Landlord,Cash,Property For Sale,Homes for Sale,,,,,,,,,
220000.0,"https://www.google.com/maps/search/?api=1&query=32.725653,13.167349&zoom=15",Tripoli,Ain Zara,2 Bedrooms,One Bathroom,Unfurnished,88 meter square,227 meter square,,Under Construction,,No,Landlord,Cash,Property For Sale,Farms & Chalets for Sale,,,Air Conditioning,,,,,,
165000.0,"https://www.google.com/maps/search/?api=1&query=32.720474,13.136874&zoom=15",Tripoli,Al-Sabaa,More Than 6 Bedrooms,5 Bathrooms,Furnished,720 meter square,400 meter square,3 Floors,0 - 11 months,Eastern,No,Agent,Cash,Property For Sale,Villas for Sale,,123,Air Conditioning,,Garage Parking,,,,
1600000.0,"https://www.google.com/maps/search/?api=1&query=32.55963,12.990909&zoom=15",Tripoli,Ain Zara,5 Bedrooms,4 Bathrooms,Unfurnished,350 meter square,200 meter square,3 Floors,0 - 11 months,Eastern,No,Landlord,Cash,Property For Sale,Homes for Sale,,,,,,,,,
63000.0,"https://www.google.com/maps/search/?api=1&query=32.102191,20.187056&zoom=15",Tripoli,Al-Shok Rd,4 Bedrooms,3 Bathrooms,Unfurnished,230 meter square,,,6 - 9 years,Eastern,No,Agent,Cash,Property For Sale,Apartments for Sale,First Floor,1110,,,,,,,
483616.0,"https://www.google.com/maps/search/?api=1&query=27.037048,14.41338&zoom=15",Tripoli,Al-Baesh,2 Bedrooms,One Bathroom,Furnished,88 meter square,227 meter square,1 Floor,0 - 11 months,Southern,No,Agent,Cash,Property For Sale,Homes for Sale,,0916244054,,Restaurant,Garden,,,,
320000.0,,Tripoli,Al-Shok Rd,4 Bedrooms,2 Bathrooms,Unfurnished,110 meter square,,,Under Construction,Eastern,No,Landlord,Cash,Property For Sale,Apartments for Sale,Third Floor,,,,,,,,
1700000.0,,Tripoli,Al-Shok Rd,Studio,,,100 meter square,,,,,No,Agent,,Property For Sale,Apartments for Sale,Second Floor,,,,,,,,
2900000.0,"https://www.google.com/maps/search/?api=1&query=32.745846,13.194497&zoom=15",Tripoli,Alswani,4 Bedrooms,One Bathroom,Unfurnished,144 meter square,144 meter square,1 Floor,20+ years,,No,Landlord,Cash,Property For Sale,Homes for Sale,,,,,,,,,
1400000.0,"https://www.google.com/maps/search/?api=1&query=32.826754,13.262428&zoom=15",Zawiya,Other,4 Bedrooms,3 Bathrooms,Furnished,600 meter square,600 meter square,1 Floor,6 - 9 years,Northern,No,Landlord,Cash,Property For Sale,Homes for Sale,,,Air Conditioning,,Facilities for the Disabled,,,,
550000.0,,Tripoli,Other,5 Bedrooms,3 Bathrooms,Furnished,200 meter square,320 meter square,1 Floor,1 - 5 years,,No,Landlord,Cash,Property For Sale,Homes for Sale,,,,,,,,,
320000.0,"https://www.google.com/maps/search/?api=1&query=32.778717,13.361871&zoom=15",Tripoli,University of Tripoli,More Than 6 Bedrooms,4 Bathrooms,Unfurnished,320 meter square,640 meter square,2 Floors,20+ years,Southeast,No,Landlord,Cash,Property For Sale,Homes for Sale,,,,,,,,,
290000.0,"https://www.google.com/maps/search/?api=1&query=32.831654,13.234148&zoom=15",Tripoli,Al-Nofliyen,More Than 6 Bedrooms,More Than 6 Bathrooms,Unfurnished,720 meter square,276 meter square,3 Floors,20+ years,Southeast,No,Landlord,Cash,Property For Sale,Homes for Sale,,,,,,,,,
175000.0,,Tripoli,Souq Al-Juma'a,5 Bedrooms,2 Bathrooms,Furnished,260 meter square,2434 meter square,1 Floor,0 - 11 months,Northeast,No,Landlord,Cash,Property For Sale,Homes for Sale,,,,,,,,,
170000.0,"https://www.google.com/maps/search/?api=1&query=32.719234,13.063044&zoom=15",Tripoli,Ain Zara,4 Bedrooms,4 Bathrooms,Unfurnished,310 meter square,190 meter square,2 Floors,0 - 11 months,,No,Landlord,Cash,Property For Sale,Villas for Sale,,,,,,,,,
5000.0,"https://www.google.com/maps/search/?api=1&query=32.763027,12.736496&zoom=15",Tripoli,Zanatah,More Than 6 Bedrooms,4 Bathrooms,Semi Furnished,540 meter square,300 meter square,3 Floors,0 - 11 months,,No,Agent,Cash,Property For Sale,Villas for Sale,,,,,,,,,
485000.0,"https://www.google.com/maps/search/?api=1&query=32.748188,13.202428&zoom=15",Tripoli,Hay Demsheq,5 Bedrooms,3 Bathrooms,Unfurnished,1000 meter square,1000 meter square,1 Floor,20+ years,Northern,No,Agent,Cash,Property For Sale,Homes for Sale,,,Central Air Conditioning,,,,,,
5750000.0,"https://www.google.com/maps/search/?api=1&query=32.847765,13.222974&zoom=15",Tripoli,Tajura,3 Bedrooms,2 Bathrooms,Unfurnished,150 meter square,,,20+ years,Western,No,Landlord,Cash,Property For Sale,Apartments for Sale,Fourth Floor,,,,,,,,
10000000.0,"https://www.google.com/maps/search/?api=1&query=32.906209,13.215557&zoom=15",Tripoli,Edraibi,3 Bedrooms,2 Bathrooms,Semi Furnished,180 meter square,,,10 - 19 years,,No,Landlord,Cash,Property For Sale,Apartments for Sale,Third Floor,,,,,,,,
